job_salary,job_name,job_overlook,job_tempt,job_location,job_descript,company_name,company_field,company_stage,company_size,company_website
15k-30k,后端开发工程师（python),"
                    15k-30k 
                    /北京 /
                    经验1-3年 /
                    本科及以上 /
                    全职
                ",精准医疗独角兽企业,"北京 -
                    海淀区 -
                    牡丹园
                                            - 花园东路11号泰兴大厦
                                                            查看地图","
        职位诱惑：
        精准医疗独角兽企业
    
        职位描述：
        
        岗位职责：
理解精准医疗业务场景，负责产品后端服务以及数据库的设计开发；
设计实现医疗数据的权限和存储，保证服务的高可用和稳定性；
为辅助临床决策，负责医疗数据相关的处理和计算流程开发。

任职要求：
有扎实的算法功底和代码实现能力；
1-5年及以上后端服务研发经验，使用Node.js/Python最佳，其他语言也可以考虑，但最好对pyhton有一点了解；
了解HTTP协议以及Restful-API相关知识；
熟悉Mongodb/Postgrsql/MySql等数据库开发；
了解机器学习的基础知识和算法应用；
熟悉GitFlow工作流程，规范的进行CodeReview；
对生命科学以及医疗领域感兴趣，有着较强的自我驱动能力去学习了解业务相关知识。

加分项：
熟悉阿里云/AWS等公有云的计算和存储服务；
在医疗和生命科学领域有从业经验或者背景知识。
        
    
                工作地址
        
                                                北京 -
                    海淀区 -
                    牡丹园
                                            - 花园东路11号泰兴大厦
                                                            查看地图
        
         © 2020 AutoNavi - GS(2018)1709号
                
        
        
        
        
            
                200 米 © 2020 AutoNavi - GS(2018)1709号
            
        
    
        职位发布者:
        
                        
                        
                
                                        秋艺
                                                                
                                        
                    
                    
                    
                    
                
                 招聘经理&HRBP 
                
                当前在线
                            
                                                
    ",GeneDock,"医疗丨健康,数据服务",B轮行业投资人(天使轮)，经纬中国(A轮),15-50人,https://genedock.com
10k-18k·15薪,【校招】Python开发工程师 (M...,"
                    10k-18k·15薪 
                    /北京 /
                    经验应届毕业生 /
                    本科及以上 /
                    全职
                ",七险一金 上市公司 网络安全领航者,"北京 -
                    海淀区 -
                    珠江新城
                                            - 京市海淀区东北旺西路8号中关村软件园21号楼启明星辰大厦
                                                            查看地图","
        职位诱惑：
        七险一金 上市公司 网络安全领航者
    
        职位描述：
        
        岗位职责：
1、参与自动化渗透工具产品研发的全流程，包括产品调研、需求分析、设计评审，制定测试计划、设计和执行测试用例，进行缺陷跟踪和软件质量分析等； 
2、参与自动化渗透工具的研究与开发工作；
3、负责安全技术研究及相关工具开发。

任职资格：
1.信息安全、计算机、软件相关专业等相关专业； 
2.具备Shell、Python或其他编程语言开发能力； 
3.熟悉tcp/http/ssl/websocket相关技术原理；
4.有漏洞利用/验证、渗透测试等安全知识背景优先；
5.具备快速学习能力和良好的沟通能力，具备一定的安全研究能力。
        
    
                工作地址
        
                                                北京 -
                    海淀区 -
                    珠江新城
                                            - 京市海淀区东北旺西路8号中关村软件园21号楼启明星辰大厦
                                                            查看地图
        
         © 2020 AutoNavi - GS(2018)1709号
                
        
        
        
        
            
                200 米 © 2020 AutoNavi - GS(2018)1709号
            
        
    
        职位发布者:
        
                        
                        
                
                                        Sunny
                                                                
                                        
                    
                    
                    
                    
                
                 招聘经理 
                
                刚刚活跃
                            
                                                
    ",启明星辰,信息安全,上市公司启明星辰与网御星云合并(上市公司),500-2000人,http://www.venustech.com.cn/
12k-18k·14薪,高级Python开发工程师,"
                    12k-18k·14薪 
                    /成都 /
                    经验3-5年 /
                    本科及以上 /
                    全职
                ",技术强 发展空间大 人工智能 薪资福利优,"成都 -
                    武侯区
                                            - 天府新区天府大道南段2039号天府菁蓉大厦6楼
                                                            查看地图","
        职位诱惑：
        技术强 发展空间大 人工智能 薪资福利优
    
        职位描述：
        
        职位描述：
1.负责公司产品API设计、开发和维护
2.负责公司产品在客户现场的落地实施
3.研究公司产品的各种自动化场景

岗位要求：
1.计算机相关专业, 大学本科及以上学历,4年以上工作经验
2.熟练使用python开发,有flask,django,tornado等web框架的实际使用经验
3.有MySQL/MongoDB/ES/Redis/Kafka/Zookeeper等组件的使用经验
4.熟悉linux，熟练使用linux常用命令及docker生态体系
5.有使用过Selenium自动化测试项目相关经验优先
6.有搜索/知识图谱/自然语言处理/机器学习/深度学习等相关项目经验优先
        
    
                工作地址
        
                                                成都 -
                    武侯区
                                            - 天府新区天府大道南段2039号天府菁蓉大厦6楼
                                                            查看地图
        
         © 2020 AutoNavi - GS(2018)1709号
                
        
        
        
        
            
                200 米 © 2020 AutoNavi - GS(2018)1709号
            
        
    
        职位发布者:
        
                        
                        
                
                                        王佩佩
                                                                
                                        
                    
                    
                    
                    
                
                 HR 
                
                当前在线
                            
                                                
    ",达观数据,人工智能,B轮完成B+轮融资，由深创投领投、软银赛富、晨山资本、众麟资本等跟投(B轮)，1.6亿元B轮融资，由宽带资本领投，元禾重元、联想之星、钟鼎资本及老股东等跟投(B轮)，软银赛富、方广资本、真格基金、众麟资本(A轮)，获得真格基金领投 1000万天使投资(天使轮),150-500人,http://www.datagrand.com/
6k-10k·14薪,Python自动化开发工程师,"
                    6k-10k·14薪 
                    /武汉 /
                    经验1-3年 /
                    本科及以上 /
                    全职
                ",六险一金，具有竞争力的薪资水平，各项补贴,"武汉 -
                    东湖新技术开发区 -
                    关山
                                            - 光谷大道金融港B22栋401室
                                                            查看地图","
        职位诱惑：
        六险一金，具有竞争力的薪资水平，各项补贴
    
        职位描述：
        
        岗位职责：
1.负责车载产品的自动化测试脚本开发，保证产品的质量。
2.研究新兴技术，对产品进行持续优化。


职位要求：
1.具有统招本科以上学历，计算机或相关专业；
2.要求1年以上python项目开发经验，精通Python语言，熟悉串口、socket网络编程等；
3.熟悉基于Python的Web开发技术，熟悉Flask、Django、Tornado等常见架构至少一种；
4.熟悉MySql/MongoDB/Redis/Memcache等优先；
5.具备良好的代码编程习惯及团队合作意识。

        
    
                工作地址
        
                                                武汉 -
                    东湖新技术开发区 -
                    关山
                                            - 光谷大道金融港B22栋401室
                                                            查看地图
        
         © 2020 AutoNavi - GS(2018)1709号
                
        
        
        
        
            
                200 米 © 2020 AutoNavi - GS(2018)1709号
            
        
    
        职位发布者:
        
                        程
            
                        
                
                                        程小姐
                                                                
                                        
                    
                    
                    
                    
                
                 武汉HR 
                
                今日活跃
                            
                                                
    ",有为信息,"移动互联网,硬件",不需要融资,500-2000人,http://www.yuweitek.com/
8k-16k,游戏客户端开发（python）,"
                    8k-16k 
                    /深圳 /
                    经验不限 /
                    本科及以上 /
                    全职
                ",免费三餐 年终奖金包 弹性工作制,"深圳 -
                    南山区 -
                    科技园
                                            - 科技中二路劲嘉大厦15A
                                                            查看地图","
        职位诱惑：
        免费三餐 年终奖金包 弹性工作制
    
        职位描述：
        
        职位描述：
岗位职责：
1、负责项目客户端业务逻辑开发；
2、对策划提出的需求进行分析、过滤，设计和实现具体功能；
3、配合团队其他成员，共同完成项目开发；
4、协助测试人员完成软件及模块测试。

岗位要求：
1、本科及以上学历，计算机等专业相关，热爱游戏，至少有一款网游深入体验的网络游戏术语言
2、精通python语言，有一年以上游戏客户端开发经验
3、具有良好的编码规范能力，良好的沟通能力以及团队合作意识，较强的责任心和学习能力，能承受较大的工作压力

        
    
                工作地址
        
                                                深圳 -
                    南山区 -
                    科技园
                                            - 科技中二路劲嘉大厦15A
                                                            查看地图
        
         © 2020 AutoNavi - GS(2018)1709号
                
        
        
        
        
            
                200 米 © 2020 AutoNavi - GS(2018)1709号
            
        
    
        职位发布者:
        
                        
                        
                
                                        nini
                                                                
                                        
                    
                    
                    
                    
                
                 招聘专员 
                
                当前在线
                            
                                                
    ",淘乐网络,游戏,不需要融资,150-500人,http://www.taolegame.com/
15k-25k,python（web）,"
                    15k-25k 
                    /深圳 /
                    经验3-5年 /
                    大专及以上 /
                    全职
                ",周末双休 双地铁站圈 五险一金,"深圳 -
                    罗湖区
                                            - 梨园路HALO广场4楼10-13室
                                                            查看地图","
        职位诱惑：
        周末双休 双地铁站圈 五险一金
    
        职位描述：
        
        工作职责：

1、主要负责公司门户和交易网站前端和后端的开发和维护工作；
2、参与项目需求分析、系统方案设计；
3、配合测试人员修改测试中发现的问题。

任职资格：
1、大专以上学历，3年及以上Python开发工作经验，熟悉django框架；
2、熟悉Redis,RabbitMQ等中间件的使用；
3、熟悉MySQL/PostgreSQL/MongoDB数据库;
4、熟悉HTML5/CSS3/JavaScript(ES6)/jQuery等WEB前端技术，熟悉restfulapi规范；
5、会使用React/Vue.js/Angular等任一前端开发框架优先考虑；
6、积极好学，责任感强，抗压能力好。

        
    
                工作地址
        
                                                深圳 -
                    罗湖区
                                            - 梨园路HALO广场4楼10-13室
                                                            查看地图
        
         © 2020 AutoNavi - GS(2018)1709号
                
        
        
        
        
            
                200 米 © 2020 AutoNavi - GS(2018)1709号
            
        
    
        职位发布者:
        
                        
                        
                
                                        众禄基金
                                                                
                                        
                    
                    
                    
                    
                
                 招聘经理 
                
                今日活跃
                            
                                                
    ",众禄基金,"移动互联网,金融",上市公司,150-500人,http://www.jjmmw.com
18k-35k·14薪,高级python工程师（搜索方向）,"
                    18k-35k·14薪 
                    /上海 /
                    经验3-5年 /
                    本科及以上 /
                    全职
                ",人工智能 个人成长 期权激励,"上海 -
                    浦东新区 -
                    张江
                                            - 亮秀路112号Y1座
                                                            查看地图","
        职位诱惑：
        人工智能 个人成长 期权激励
    
        职位描述：
        
        职位描述： 
1、负责公司搜索、推荐系统后端开发和升级工作；
2、负责业务需求分析，将业务需求拆分成独立的业务功能，并负责相关的开发等工作；
3、参与核心技术问题的攻关，架构设计，系统优化，协助解决项目开发过程中的技术难题；
4、配合项目的整体计划和安排，对业务人员进行技术指导；

岗位要求：
1、计算机相关专业、本科及以上学历，三年以上后端开发经验，有搜索或推荐相关项目经验优先；
2、熟悉Python/C/C++/Java语言中的一种或者多种，对数据结构和算法设计有较为深刻的理解
3、熟悉linux/Unix常用操作命令；熟悉Elasticsearch优先；
4、具有高度的责任感，工作积极主动、学习能力强、善于总结，有规范化文档编写良好习惯；
        
    
                工作地址
        
                                                上海 -
                    浦东新区 -
                    张江
                                            - 亮秀路112号Y1座
                                                            查看地图
        
         © 2020 AutoNavi - GS(2018)1709号
                
        
        
        
        
            
                200 米 © 2020 AutoNavi - GS(2018)1709号
            
        
    
        职位发布者:
        
                        
                        
                
                                        王佩佩
                                                                
                                        
                    
                    
                    
                    
                
                 HR 
                
                当前在线
                            
                                                
    ",达观数据,人工智能,B轮完成B+轮融资，由深创投领投、软银赛富、晨山资本、众麟资本等跟投(B轮)，1.6亿元B轮融资，由宽带资本领投，元禾重元、联想之星、钟鼎资本及老股东等跟投(B轮)，软银赛富、方广资本、真格基金、众麟资本(A轮)，获得真格基金领投 1000万天使投资(天使轮),150-500人,http://www.datagrand.com/
4k-6k·14薪,Python实习生,"
                    4k-6k·14薪 
                    /北京 /
                    经验不限 /
                    本科及以上 /
                    全职
                ",技术大牛 不打卡 零食 漂亮小姐姐,"北京 -
                    朝阳区
                                            - 北苑
                                                            查看地图","
        职位诱惑：
        技术大牛 不打卡 零食 漂亮小姐姐
    
        职位描述：
        
        职位描述：
岗位职责:


1. 协助公司后台管理系统开发和维护；


2. 协助进行产品原型系统探索和开发。





任职资格:


1.Java基础扎实，理解IO、多线程、集合等基础框架，对JVM原理有一定的了解；熟悉面向对象设计开发；


2.熟悉开源框架(Spring/SpringMVC/iBatis)等常用主流框架，并且对其核心思想、实现原理有一定认知；


3.熟练使用Linux常用指令；


4.精通MySQL，熟悉MySQL调优技巧，熟悉主流Key-Value存储；


5.有项目实战经验优先。
        
    
                工作地址
        
                                                北京 -
                    朝阳区
                                            - 北苑
                                                            查看地图
        
         © 2020 AutoNavi - GS(2018)1709号
                
        
        
        
        
            
                200 米 © 2020 AutoNavi - GS(2018)1709号
            
        
    
        职位发布者:
        
                        
                        
                
                                        高媛慧
                                                                
                                        
                    
                    
                    
                    
                
                 HRBP 
                
                当前在线
                            
                                                
    ",一零跃动,"数据服务,软件开发",不需要融资,150-500人,https://www.lagou.com/gon...
10k-20k,python中级开发工程师,"
                    10k-20k 
                    /武汉 /
                    经验3-5年 /
                    本科及以上 /
                    全职
                ",五险一金，餐补，带薪年假，双休,"武汉 -
                    洪山区 -
                    关山
                                            - 珞喻东路4号珞瑜路与佳园路交汇处慧谷时空1501室
                                                            查看地图","
        职位诱惑：
        五险一金，餐补，带薪年假，双休
    
        职位描述：
        
        岗位职责：
1、负责设计和开发分布式爬虫系统,进行多平台信息的抓取和分析；
2、负责抓取后的信息数据抽取,清洗,去重等工作，提升平台的抓取效率；
3、负责证券行业金融数据库的数据库表设计、数据的转档衍生、金融算法的实现
4、负责内部监控工具平台的开发和公司现有系统的维护
 
岗位要求：
1、主要开发语言为python，熟练掌握python、能熟练使用Linux系统
2、熟悉 Docker和 Kuberenetes 等容器相关技术尤佳
3、能够熟练使用pandas、numpy等工具库
4、了解或者熟悉pyspider、scrapy等一种或多种爬虫框架的使用
5、熟练掌握mysql、sqlserver、redis、mongodb、elasticsearch等常见数据库种的1-2种，具备一定的设计能力

※加分项：
有证券行业从业经历优先

周六日双休、国家法定节假日休息
福利待遇：五险一金、餐补、带薪年假，特殊节假日福利、少加班，加班调休
        
    
                工作地址
        
                                                武汉 -
                    洪山区 -
                    关山
                                            - 珞喻东路4号珞瑜路与佳园路交汇处慧谷时空1501室
                                                            查看地图
        
         © 2020 AutoNavi - GS(2018)1709号
                
        
        
        
        
            
                200 米 © 2020 AutoNavi - GS(2018)1709号
            
        
    
        职位发布者:
        
                        
                        
                
                                        许
                                                                
                                        
                    
                    
                    
                    
                
                 人事 行政 
                
                今日活跃
                            
                                                
    ",哥本巷,"移动互联网,数据服务",未融资,15-50人,https://www.lagou.com/gon...
10k-20k,Python爬虫工程师(Selenium...,"
                    10k-20k 
                    /上海 /
                    经验不限 /
                    本科及以上 /
                    全职
                ","高速增长,精英团队,工程师文化","上海 -
                    浦东新区 -
                    张江
                                            - 科苑路399号（张江创新园）10号楼1层
                                                            查看地图","
        职位诱惑：
        高速增长,精英团队,工程师文化
    
        职位描述：
        
        别样海外购 (http://www.bybieyang.com/) 现招聘爬虫工程师一名。BorderX Lab Inc.是创建于美国加州硅谷的高科技公司，利用大数据及人工智能实现最快捷、经济的跨境购物。别样海外购 由BorderX Lab出品，是国内融合了几乎全部美国纽约第五大道中高端品牌的海外直购APP。海外直购爱好者们可以通过别样海外购逛遍美国当地百货商场，6000多时尚、美妆品牌，及500多万件大众、小众商品。别样海外购每天都在努力为用户提供最新、最快、最全的美国商家折扣信息，播报流行趋势。让用户不仅能买到欧美当地最好的时尚商品，也能收到最新的折扣信息、最好的商品推荐。

职位描述：1、负责大规模网络爬虫系统的开发及维护2、负责复杂Web交互下单自动化系统的开发及维护3、负责对接各种商家合作伙伴API职位要求：1、熟练掌握Python（Javascript is a bonus）2、熟悉Scrapy和Selenium框架3、熟悉Linux操作和Shell脚本4、上海浦东

我们能提供给您:
1、 优厚的薪水待遇（包括基本工资和绩效奖金）
2、 诱人的机会和美国硅谷和纽约的高科技团队一起工作，和世界一流的创业公司共同成长；
3、  有机会来美国硅谷出差工作，亲身接触美国生活的点点滴滴；
4、  定期团队建设活动，享有每月购物津贴。

公司使命： BorderX Lab创建于2014年， 通过移动电商平台APP 别样海外购，将欧美的品质生活方式与中国的消费者相链接。公司由三位具有丰富创业经验的前谷歌工程师共同创立，在美国硅谷和中国上海设立双总部。我们和硅谷凯鹏华盈，高瓴资本，宽带资本等中美风险投资机构合作。我们目前正高速成长，聚焦于优化用户体验。目前公司在中美两国有7个办公室，员工超过200人。
        
    
                工作地址
        
                                                上海 -
                    浦东新区 -
                    张江
                                            - 科苑路399号（张江创新园）10号楼1层
                                                            查看地图
        
         © 2020 AutoNavi - GS(2018)1709号
                
        
        
        
        
            
                200 米 © 2020 AutoNavi - GS(2018)1709号
            
        
    
        职位发布者:
        
                        
                        
                
                                        HR
                                                                
                                        
                    
                    
                    
                    
                
                 职位发布者 
                
                今日活跃
                            
                                                
    ",别样app,"移动互联网,电商",B轮,150-500人,http://www.bybieyang.com
10k-20k,Python下单机器人工程师（Se...,"
                    10k-20k 
                    /上海 /
                    经验3-5年 /
                    本科及以上 /
                    全职
                ","高速增长,精英团队,工程师文化","上海 -
                    浦东新区 -
                    张江
                                            - 科苑路399号（张江创新园）10号楼1层
                                                            查看地图","
        职位诱惑：
        高速增长,精英团队,工程师文化
    
        职位描述：
        
        职位诱惑：
高速增长,精英团队,工程师文化

职位描述：
别样海外购 (http://www.bybieyang.com/) 现招聘爬虫工程师一名。BorderX Lab Inc.是创建于美国加州硅谷的高科技公司，利用大数据及人工智能实现最快捷、经济的跨境购物。别样海外购 由BorderX Lab出品，是国内融合了几乎全部美国纽约第五大道中高端品牌的海外直购APP。海外直购爱好者们可以通过别样海外购逛遍美国当地百货商场，6000多时尚、美妆品牌，及500多万件大众、小众商品。别样海外购每天都在努力为用户提供最新、最快、最全的美国商家折扣信息，播报流行趋势。让用户不仅能买到欧美当地最好的时尚商品，也能收到最新的折扣信息、最好的商品推荐。

职位描述：1、负责大规模下单机器人框架的开发及维护2、负责复杂Web交互下单自动化系统的开发及维护3、负责对接各种商家合作伙伴API职位要求：1、熟练掌握Python（Java or Javascript is a bonus）2、熟悉Selenium框架3、熟悉Linux操作和Shell脚本4、上海浦东

我们能提供给您:
1、 优厚的薪水待遇（包括基本工资和绩效奖金）
2、 诱人的机会和美国硅谷和纽约的高科技团队一起工作，和世界一流的创业公司共同成长；
3、  有机会来美国硅谷出差工作，亲身接触美国生活的点点滴滴；
4、  定期团队建设活动，享有每月购物津贴。

公司使命：BorderX Lab创建于2014年， 通过移动电商平台APP 别样海外购，将欧美的品质生活方式与中国的消费者相链接。公司由三位具有丰富创业经验的前谷歌工程师共同创立，在美国硅谷和中国上海设立双总部。我们和硅谷凯鹏华盈，高瓴资本，宽带资本等中美**风险投资机构合作。我们目前正高速成长，聚焦于优化用户体验。目前公司在中美两国有7个办公室，员工超过150人。
        
    
                工作地址
        
                                                上海 -
                    浦东新区 -
                    张江
                                            - 科苑路399号（张江创新园）10号楼1层
                                                            查看地图
        
         © 2020 AutoNavi - GS(2018)1709号
                
        
        
        
        
            
                200 米 © 2020 AutoNavi - GS(2018)1709号
            
        
    
        职位发布者:
        
                        
                        
                
                                        HR
                                                                
                                        
                    
                    
                    
                    
                
                 职位发布者 
                
                今日活跃
                            
                                                
    ",别样app,"移动互联网,电商",B轮,150-500人,http://www.bybieyang.com
20k-40k,高级Python开发,"
                    20k-40k 
                    /上海 /
                    经验3-5年 /
                    本科及以上 /
                    全职
                ","技术大牛,团队氛围好,扁平管理","上海 -
                    浦东新区
                                            - 张江高科附近浦东国际人才城
                                                            查看地图","
        职位诱惑：
        技术大牛,团队氛围好,扁平管理
    
        职位描述：
        
        职位描述：工作内容：1、 各种应用系统后端代码开发， 包括数据库存储， KV存储系统， 全文检索系统， 文档预览系统， 以及数据挖掘系统的相关业务需求2、 100PB级别的分布式存储系统的后端开发， 该存储系统完全自主开发， 未基于任何开源软件，具备自主知识产权3、 后端系统的自动化运维， 涉及到Puppet和Ansible， 管理拥有上千个节点的集群系统4、 Linux系统常见基础系统的故障诊断和性能调优， 例如使用Systemtap/DTrace收集操作系统和JVM中的性能瓶颈职位要求：1、985\211院校，熟练掌握Java语言或者Python语言，软件知识结构全面2、熟悉SQL 语言，了解ACID等数据库基本原理， 有MySQL或者Postgresql的开发经验3、精通Linux操作系统和TCP/IP协议, Linux系统的忠实用户优先， 熟悉tcpdump者优先4、工作认真仔细， 乐于了解review其他同事维护的代码5、 拥有NoSQL数据库，Hadoop， Cassandra和ElasticSearch等系统具备开发经验者优先6、了解分布式系统的架构和原理，并且有开源分布式系统开发经验者优先7、 能够对某个新领域进行搜索, 总结并快速学习, 有能力维护个人技术博客者优先8、拥有阅读、学习英文材料的能力, 经常关注开源社区项目并参与讨论, 贡献自己的能力者优先.其他福利：如果距离远，可考虑租住在公司附近，我们每月提供住房补贴。
        
    
                工作地址
        
                                                上海 -
                    浦东新区
                                            - 张江高科附近浦东国际人才城
                                                            查看地图
        
         © 2020 AutoNavi - GS(2018)1709号
                
        
        
        
        
            
                200 米 © 2020 AutoNavi - GS(2018)1709号
            
        
    
        职位发布者:
        
                        
                        
                
                                        jianguoyun
                                                                
                                        
                    
                    
                    
                    
                
                 HR 
                
                当前在线
                            
                                                
    ",坚果云,"企业服务,数据服务",不需要融资,50-150人,http://jianguoyun.com
20k-40k,Python后端开发工程师,"
                    20k-40k 
                    /上海 /
                    经验3-5年 /
                    本科及以上 /
                    全职
                ",高并发系统，前沿技术，管理扁平,"上海 -
                    浦东新区 -
                    张江
                                            - 张衡路500号浦东国际人才城
                                                            查看地图","
        职位诱惑：
        高并发系统，前沿技术，管理扁平
    
        职位描述：
        
        职位描述：工作内容：1、 各种应用系统后端代码开发， 包括数据库存储， KV存储系统， 全文检索系统， 文档预览系统， 以及数据挖掘系统的相关业务需求2、 100PB级别的分布式存储系统的后端开发， 该存储系统完全自主开发， 未基于任何开源软件，具备自主知识产权3、 后端系统的自动化运维， 涉及到Puppet和Ansible， 管理拥有上千个节点的集群系统4、 Linux系统常见基础系统的故障诊断和性能调优， 例如使用Systemtap/DTrace收集操作系统和JVM中的性能瓶颈职位要求：1、985/211院校，熟练掌握Java语言或者Python语言，软件知识结构全面2、熟悉SQL 语言，了解ACID等数据库基本原理， 有MySQL或者Postgresql的开发经验3、精通Linux操作系统和TCP/IP协议, Linux系统的忠实用户优先， 熟悉tcpdump者优先4、工作认真仔细， 乐于了解review其他同事维护的代码5、 拥有NoSQL数据库，Hadoop， Cassandra和ElasticSearch等系统具备开发经验者优先6、了解分布式系统的架构和原理，并且有开源分布式系统开发经验者优先7、 能够对某个新领域进行搜索, 总结并快速学习, 有能力维护个人技术博客者优先8、拥有阅读、学习英文材料的能力, 经常关注开源社区项目并参与讨论, 贡献自己的能力者优先.其他福利：如果距离远，可考虑租住在公司附近，我们每月提供住房补贴。
        
    
                工作地址
        
                                                上海 -
                    浦东新区 -
                    张江
                                            - 张衡路500号浦东国际人才城
                                                            查看地图
        
         © 2020 AutoNavi - GS(2018)1709号
                
        
        
        
        
            
                200 米 © 2020 AutoNavi - GS(2018)1709号
            
        
    
        职位发布者:
        
                        
                        
                
                                        jianguoyun
                                                                
                                        
                    
                    
                    
                    
                
                 HR 
                
                当前在线
                            
                                                
    ",坚果云,"企业服务,数据服务",不需要融资,50-150人,http://jianguoyun.com
20k-40k·17薪,Python数据开发工程师,"
                    20k-40k·17薪 
                    /上海 /
                    经验5-10年 /
                    本科及以上 /
                    全职
                ",银行体系内部编制,"上海 -
                    浦东新区
                                            - LCM置汇旭辉广场D座
                                                            查看地图","
        职位诱惑：
        银行体系内部编制
    
        职位描述：
        
        （所发布的岗位均为内部编制非外包）1.热悉python、django,spark框架者优先。2、对面向对象编程、设计模式、软件工程等有较深入的理解，对产品交付和用户体验有高要求；3、了解TCPIP、网络、多线程。多进程。协程编程、异步编程模型，了解线程安全和线程可见性，能编写正确且高效的并发代码；4、熟悉计算机网络的基本知识及互联网上常见的通讯协议，熟悉常用数据结构与算法、Socket编程、多线程编程等；5、熟练掌握mysql数据库，了解一些非关系型数据库；6、有较强的自学能力、分析及解决问题能力，良好的团队合作能力以及需求分析能力；7、对新技术保持热情，持续学习并乐于分享；具有良好的沟通能力和项目管理意识；8、有很强的学习能力，有主动性和上进心，能承担压力；9熟悉各种分类算法（KNN，KMeans，Naive Bayes等）优先10对数据敏感，有数据分析、数据挖掘相关经验，有良好的数据分析挖掘能力优先职责描述:1，后台权限管理系统接口开发2，业务监控系统接囗开发。3，业务监控数据汇聚平台开发。4，基础关联数据整合接口开发。5，报警结果接口及流程控制接口开发。
        
    
                工作地址
        
                                                上海 -
                    浦东新区
                                            - LCM置汇旭辉广场D座
                                                            查看地图
        
         © 2020 AutoNavi - GS(2018)1709号
                
        
        
        
        
            
                200 米 © 2020 AutoNavi - GS(2018)1709号
            
        
    
        职位发布者:
        
                        
                        
                
                                        贾余羊
                                                                
                                        
                    
                    
                    
                    
                
                 HRBP 
                
                今日活跃
                            
                                                
    ",平安金服,金融,上市公司,2000人以上,http://www.pingan.com/
